	HC1	HC2	HC3	HC4	C1	C2	C3	C4	C5	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10
novel_circ_0003486	0	0	0	0	86.1808937	387.8223774	225.869598	366.4681631	0	73.40347443	133.7077149	221.6557686	47.39785762	0	182.6817684	121.1680601	192.5743337	109.6431117	0
novel_circ_0015482	0	0	0	0	0	0	225.869598	91.61704077	0	122.3391241	0	138.5348554	47.39785762	0	0	121.1680601	154.059467	383.7508909	138.6898433
hsa_circ_0006431	0	0	0	0	129.2713405	0	150.579732	0	0	48.93564962	106.9661719	221.6557686	0	41.32829128	104.3895819	0	269.6040672	109.6431117	184.919791
hsa_circ_0070680	0	0	0	0	0	0	301.1594639	183.2340815	252.9884258	171.2747737	80.22462896	166.2418264	0	61.99243692	130.4869774	0	77.02973348	328.929335	92.45989552
hsa_circ_0045842	0	0	0	0	0	0	0	519.163231	0	73.40347443	53.48308597	193.9487975	0	0	182.6817684	181.7520901	115.5446002	0	369.8395821
hsa_circ_0000816	0	0	0	0	0	193.9111887	225.869598	213.7730951	0	73.40347443	0	0	0	0	52.19479096	242.3361202	269.6040672	493.3940025	0
novel_circ_0014239	0	0	0	0	344.7235748	0	301.1594639	91.61704077	0	48.93564962	0	0	47.39785762	0	0	242.3361202	0	164.4646675	693.4492164
novel_circ_0008754	0	0	0	0	0	0	150.579732	0	0	48.93564962	240.6738869	83.12091322	118.494644	206.6414564	234.8765593	0	0	0	184.919791
hsa_circ_0058528	0	0	0	0	344.7235748	0	150.579732	0	0	0	106.9661719	55.41394215	94.79571523	144.6490195	339.2661412	0	192.5743337	0	184.919791
hsa_circ_0002655	0	0	0	0	258.5426811	0	0	0	0	171.2747737	160.4492579	83.12091322	0	0	78.29218644	121.1680601	231.0892004	164.4646675	184.919791
hsa_circ_0006804	0	0	0	0	215.4522342	323.1853145	0	122.1560544	189.7413193	0	0	55.41394215	0	0	0	302.9201502	308.1189339	383.7508909	138.6898433
hsa_circ_0000936	0	0	0	0	473.9949153	258.5482516	0	152.6950679	126.4942129	122.3391241	133.7077149	55.41394215	0	0	0	424.0882103	154.059467	274.1077792	92.45989552
novel_circ_0014884	0	0	0	0	0	0	0	122.1560544	126.4942129	0	240.6738869	83.12091322	189.5914305	185.9773108	156.5843729	0	0	0	277.3796866
hsa_circ_0043403	0	0	0	0	86.1808937	129.2741258	225.869598	0	0	146.8069489	133.7077149	83.12091322	71.09678643	123.9848738	78.29218644	242.3361202	192.5743337	0	138.6898433
novel_circ_0001914	0	0	0	0	0	0	0	0	126.4942129	122.3391241	106.9661719	304.7766818	213.2903593	82.65658256	234.8765593	0	77.02973348	0	0
hsa_circ_0006050	143.5801716	0	0	0	1206.532512	1680.563635	1279.927722	183.2340815	2466.637151	146.8069489	80.22462896	166.2418264	71.09678643	0	130.4869774	1332.848661	2387.921738	1315.71734	693.4492164
novel_circ_0001614	0	0	0	0	0	0	150.579732	0	0	0	240.6738869	249.3627397	0	0	234.8765593	121.1680601	192.5743337	0	231.1497388
novel_circ_0008757	107.6851287	0	75.47169811	0	215.4522342	0	978.7682578	0	189.7413193	0	320.8985158	0	142.1935729	909.2224082	5062.894723	181.7520901	346.6338006	383.7508909	924.5989552
hsa_circ_0006910	0	0	0	0	129.2713405	0	150.579732	152.6950679	126.4942129	171.2747737	187.1908009	110.8278843	118.494644	123.9848738	391.4609322	0	115.5446002	0	0
hsa_circ_0001599	0	67.75756344	0	0	473.9949153	258.5482516	225.869598	213.7730951	0	146.8069489	53.48308597	0	0	103.3207282	182.6817684	424.0882103	1232.475736	657.85867	647.2192686
novel_circ_0006944	0	0	0	0	215.4522342	193.9111887	0	0	505.9768516	195.7425985	0	83.12091322	47.39785762	0	0	242.3361202	154.059467	383.7508909	231.1497388
hsa_circ_0046883	0	0	0	0	0	258.5482516	0	0	0	146.8069489	0	55.41394215	142.1935729	61.99243692	156.5843729	0	154.059467	383.7508909	184.919791
novel_circ_0007703	0	0	0	0	129.2713405	0	225.869598	0	0	244.6782481	0	166.2418264	189.5914305	123.9848738	0	0	0	328.929335	231.1497388
hsa_circ_0035796	0	0	0	0	172.3617874	0	376.4493299	641.3192854	126.4942129	0	160.4492579	83.12091322	0	82.65658256	130.4869774	0	192.5743337	383.7508909	277.3796866
hsa_circ_0002479	0	0	0	0	86.1808937	0	376.4493299	0	0	342.5495473	106.9661719	138.5348554	0	0	104.3895819	0	269.6040672	0	416.0695298
hsa_circ_0032384	0	0	0	0	0	0	0	0	379.4826387	97.87129924	106.9661719	0	0	185.9773108	313.1687458	181.7520901	308.1189339	164.4646675	0
hsa_circ_0006612	0	0	0	0	172.3617874	0	0	0	379.4826387	171.2747737	160.4492579	443.3115372	71.09678643	82.65658256	130.4869774	0	115.5446002	0	184.919791
novel_circ_0013119	0	0	0	0	0	0	301.1594639	0	0	122.3391241	267.4154299	221.6557686	47.39785762	41.32829128	104.3895819	181.7520901	192.5743337	0	231.1497388
novel_circ_0014709	0	0	0	0	215.4522342	0	0	0	0	97.87129924	53.48308597	110.8278843	213.2903593	0	0	302.9201502	308.1189339	328.929335	0
novel_circ_0001127	0	0	0	0	430.9044685	258.5482516	0	91.61704077	189.7413193	73.40347443	0	0	0	0	0	605.8403005	231.0892004	493.3940025	138.6898433
hsa_circ_0000880	0	0	0	0	344.7235748	387.8223774	301.1594639	122.1560544	189.7413193	48.93564962	0	0	0	0	0	545.2562704	423.6635341	328.929335	184.919791
hsa_circ_0004412	0	0	0	0	215.4522342	129.2741258	0	183.2340815	126.4942129	122.3391241	80.22462896	55.41394215	0	123.9848738	0	363.5041803	385.1486674	438.5724467	0
novel_circ_0001866	0	0	0	0	0	193.9111887	0	0	0	440.4208466	213.9323439	166.2418264	331.7850033	103.3207282	0	0	0	219.2862233	0
hsa_circ_0008303	0	0	0	0	172.3617874	0	150.579732	305.3901359	0	171.2747737	133.7077149	415.6045661	0	144.6490195	52.19479096	0	308.1189339	0	369.8395821
hsa_circ_0071384	0	0	0	0	517.0853622	0	0	0	126.4942129	97.87129924	0	83.12091322	0	82.65658256	0	0	616.2378678	493.3940025	184.919791
novel_circ_0014715	0	0	0	0	0	0	0	0	126.4942129	73.40347443	0	387.897595	0	723.2450974	52.19479096	0	77.02973348	328.929335	0
novel_circ_0014157	0	0	0	0	0	0	225.869598	0	0	513.824321	160.4492579	138.5348554	0	0	391.4609322	181.7520901	308.1189339	0	92.45989552
hsa_circ_0009061	0	0	0	0	387.8140216	517.0965031	0	855.0923805	126.4942129	48.93564962	80.22462896	110.8278843	71.09678643	103.3207282	0	181.7520901	308.1189339	657.85867	184.919791
novel_circ_0000445	0	0	0	0	215.4522342	0	0	152.6950679	0	244.6782481	320.8985158	83.12091322	0	103.3207282	443.6557232	0	192.5743337	0	508.5294254
hsa_circ_0004361	0	0	0	0	258.5426811	193.9111887	527.0290619	91.61704077	252.9884258	220.2104233	240.6738869	0	0	61.99243692	104.3895819	848.1764207	77.02973348	548.2155584	0
hsa_circ_0008362	0	0	0	0	473.9949153	0	0	763.4753397	126.4942129	244.6782481	0	83.12091322	0	0	104.3895819	181.7520901	577.7230011	109.6431117	693.4492164
hsa_circ_0047552	0	0	0	0	646.3567027	129.2741258	0	427.5461903	252.9884258	48.93564962	133.7077149	166.2418264	47.39785762	61.99243692	0	0	847.3270682	274.1077792	462.2994776
novel_circ_0006907	0	0	0	0	86.1808937	193.9111887	376.4493299	0	316.2355322	0	0	0	0	0	104.3895819	1090.512541	423.6635341	493.3940025	184.919791
hsa_circ_0001523	0	0	0	0	1335.803852	323.1853145	150.579732	0	189.7413193	293.6138977	80.22462896	0	142.1935729	413.2829128	0	121.1680601	192.5743337	657.85867	323.6096343
novel_circ_0008466	0	0	0	0	344.7235748	0	0	0	0	440.4208466	240.6738869	0	0	247.9697477	835.1166554	0	269.6040672	109.6431117	184.919791
hsa_circ_0001808	0	0	0	0	0	387.8223774	376.4493299	244.3121087	316.2355322	0	0	138.5348554	0	0	52.19479096	424.0882103	654.7527346	877.1448934	92.45989552
hsa_circ_0006550	0	0	0	0	301.6331279	258.5482516	0	91.61704077	126.4942129	269.1460729	80.22462896	83.12091322	0	61.99243692	104.3895819	181.7520901	231.0892004	767.5017817	647.2192686
hsa_circ_0001600	0	0	0	0	172.3617874	387.8223774	225.869598	91.61704077	0	195.7425985	160.4492579	83.12091322	0	123.9848738	600.240096	181.7520901	731.782468	0	323.6096343
novel_circ_0004337	0	0	0	0	0	0	301.1594639	0	0	1296.794715	0	0	0	0	0	666.4243305	115.5446002	164.4646675	508.5294254
novel_circ_0013254	0	0	0	0	129.2713405	129.2741258	376.4493299	122.1560544	126.4942129	171.2747737	160.4492579	110.8278843	0	103.3207282	600.240096	363.5041803	885.841935	0	508.5294254
hsa_circ_0002601	0	0	0	0	646.3567027	1357.378321	451.7391959	702.3973126	505.9768516	73.40347443	0	0	0	0	52.19479096	787.5923906	770.2973348	877.1448934	416.0695298
hsa_circ_0000478	0	0	0	0	818.7184901	387.8223774	527.0290619	488.6242174	126.4942129	146.8069489	106.9661719	0	71.09678643	82.65658256	600.240096	605.8403005	693.2676013	986.788005	231.1497388
novel_circ_0000061	0	0	0	0	732.5375964	452.4594402	150.579732	244.3121087	252.9884258	220.2104233	481.3477738	221.6557686	165.8925017	144.6490195	313.1687458	787.5923906	1579.109536	493.3940025	369.8395821
hsa_circ_0089972	0	0	0	0	991.0802775	1486.652447	0	244.3121087	505.9768516	0	0	83.12091322	0	82.65658256	0	424.0882103	731.782468	3124.828683	462.2994776
hsa_circ_0005806	0	0	0	0	1594.346533	2391.571327	602.3189279	671.858299	1075.20081	0	0	0	71.09678643	0	130.4869774	1332.848661	1579.109536	2302.505345	416.0695298
hsa_circ_0001947	0	0	0	0	8531.908476	16547.0881	0	0	13028.90393	0	0	0	0	0	0	18114.62498	8396.240949	14746.99852	0
